id_siniestro,id_poliza,id_asegurado,id_proveedor,id_vehiculo,placa,ramo,cobertura,fecha_ocurrencia,fecha_reporte,dias_entre_ocurrencia_reporte,dias_desde_inicio_poliza,dias_desde_fin_poliza,monto_reclamado,monto_estimado,monto_pagado,suma_asegurada_poliza,estado,sucursal,descripcion,documentos_completos,documentos_inconsistentes,historial_siniestros_asegurado,siniestros_vehiculo_18m,proveedor_lista_restrictiva,score_riesgo,semaforo,señales_activadas,num_señales,etiqueta_fraude_simulada
SIN-0168,POL-0156,ASE-0173,PRV-0001,VEH-0131,RME-4689,Vehículos,Choque,2024-07-31,2024-07-31,0,1123,-758,3148.45,3385.66,3385.66,28973.94,Pago Total,Santo Domingo,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Calle Central.,Sí,No,0,3,No,23,Verde,Alta frecuencia conductor en vehículo (3 siniestros) | Vehículo con múltiples siniestros,2,0
SIN-0169,POL-0190,ASE-0187,PRV-0016,,,Salud,Atención Médica,2024-01-23,2024-01-31,8,1221,-856,2429.22,2041.96,0.0,7628.5,Reserva,Cuenca,Asegurado acude a emergencias por apendicitis aguda. Se realizan exámenes de laboratorio e imagen. Se procede con el tratamiento indicado por el especialista.,Sí,No,0,0,No,49,Amarillo,Reporte tardío (8 días),1,0
SIN-0170,POL-0202,ASE-0177,PRV-0032,VEH-0180,MLP-1687,Vehículos,Robo Parcial,2023-04-25,2023-04-27,2,30,575,1575.39,1278.07,0.0,38132.22,Reserva,Cuenca,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. de Las Américas. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,1,0,No,9,Verde,Reclamo entre 11-30 días de póliza | Demora denuncia robo 24-48h,2,0
SIN-0171,POL-0208,ASE-0102,PRV-0002,VEH-0259,PZH-2030,Vehículos,Choque,2024-09-21,2024-09-23,2,1521,-1156,7587.32,8315.13,4073.84,13855.52,Pago Parcial,Cuenca,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Av. de Las Américas.,Sí,No,2,1,No,71,Amarillo,2 siniestros previos del asegurado,1,0
SIN-0172,POL-0120,ASE-0011,PRV-0032,,,Salud,Cirugía,2024-07-23,2024-07-23,0,75,290,2223.52,1827.37,1827.37,23982.6,Pago Total,Guayaquil,Cirugía de urgencia por insuficiencia cardíaca en el Hospital Kennedy. El paciente evolucionó favorablemente durante el postoperatorio. Dados de alta con seguimiento ambulatorio.,No,No,2,0,No,49,Amarillo,2 siniestros previos del asegurado | Documentos incompletos,2,0
SIN-0173,POL-0281,ASE-0231,PRV-0059,,,Hogar,Robo Contenido,2024-03-28,2024-03-29,1,30,561,5565.44,5925.81,5925.81,17964.3,Pago Total,Santo Domingo,Sustracción de bienes del interior del inmueble en Redondel Central. El asegurado reporta ausencia de 3 días del domicilio. Se presentó la denuncia en la Fiscalía del sector.,Sí,No,0,0,No,20,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0174,POL-0197,ASE-0220,PRV-0033,,,Vehículos,Robo,2022-09-21,2022-09-27,6,2,219,79134.92,80162.37,80162.37,80568.37,Pago Total,Quito,Robo del vehículo en el sector comercial de Av. Eloy Alfaro. El asegurado indica que dejó el auto por aproximadamente 2 horas y al regresar ya no se encontraba. No hay evidencia de forzamiento.,No,No,2,0,Sí,80,Rojo,Reclamo primeros 10 días de póliza | Demora denuncia robo >48h | 2 siniestros previos del asegurado | ⚠️ Proveedor en Lista Restrictiva | Documentos incompletos | Reporte con demora moderada (6 días) | Monto cercano a suma asegurada (>93%),7,1
SIN-0175,POL-0023,ASE-0220,PRV-0027,,,Vida,Fallecimiento,2025-02-06,2025-02-09,3,1019,-654,13250.98,11627.88,0.0,13615.34,Reserva,Quito,Siniestro ocurrido en la autopista Av. Shyris. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,6,5,No,83,Rojo,Alta frecuencia reclamos asegurado (6 siniestros) | Alta frecuencia conductor en vehículo (5 siniestros) | Proveedor con historial de casos observados,3,1
SIN-0176,POL-0142,ASE-0066,PRV-0025,,,Generales,Daño Equipos,2021-04-05,2021-04-05,0,17,-365,5123.77,4377.6,0.0,36433.22,Reserva,Quito,Siniestro ocurrido en la autopista Av. República. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,0,0,No,46,Amarillo,Reclamo entre 11-30 días de póliza,1,0
SIN-0177,POL-0223,ASE-0176,PRV-0025,,,Generales,Robo Equipos,2024-12-15,2024-12-15,0,186,179,6611.4,6216.45,6216.45,24671.05,Pago Total,Guayaquil,Siniestro ocurrido en la autopista Av. Juan Tanca Marengo. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,3,0,No,56,Amarillo,Alta frecuencia reclamos asegurado (3 siniestros),1,0
SIN-0178,POL-0104,ASE-0012,PRV-0005,,,Generales,Daño Equipos,2024-02-06,2024-02-08,2,46,319,7908.0,8447.96,0.0,6258.6,Reserva,Santo Domingo,Siniestro ocurrido en la autopista Vía Principal. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,No,No,0,0,No,26,Verde,Documentos incompletos,1,0
SIN-0179,POL-0007,ASE-0185,PRV-0030,VEH-0303,DYE-0421,Vehículos,Volcadura,2024-05-08,2024-05-08,0,30,589,4950.87,5342.82,1996.27,41076.99,Pago Parcial,Quito,El vehículo perdió el control en la vía Av. Occidental y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 15:39 según el reporte policial.,Sí,No,1,0,No,10,Verde,Reclamo entre 11-30 días de póliza | Dinámica de accidente sospechosa (Volcadura),2,0
SIN-0180,POL-0190,ASE-0187,PRV-0023,VEH-0072,CGJ-6794,Vehículos,Responsabilidad Civil,2020-10-12,2020-10-13,1,23,-662,9010.24,7534.0,7534.0,7628.5,Pago Total,Ambato,El vehículo asegurado impactó a un peatón en Av. Cevallos causando lesiones de consideración. Se levantó el parte policial y se trasladó al afectado al centro médico más cercano.,Sí,No,0,1,No,44,Amarillo,Reclamo entre 11-30 días de póliza,1,0
SIN-0181,POL-0002,ASE-0094,PRV-0032,,,Hogar,Terremoto,2023-09-05,2023-09-06,1,326,39,18369.27,15867.57,10175.97,34067.66,Pago Parcial,Riobamba,Colisión frontal en la vía Redondel Central cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,2,0,No,58,Amarillo,2 siniestros previos del asegurado,1,1
SIN-0182,POL-0245,ASE-0122,PRV-0030,,,Generales,Daño Equipos,2025-04-30,2025-05-02,2,618,-253,2053.84,1803.06,851.57,26787.86,Anticipo,Loja,Siniestro ocurrido en la autopista Vía Principal. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,2,0,No,71,Amarillo,2 siniestros previos del asegurado,1,0
SIN-0183,POL-0199,ASE-0055,PRV-0015,,,Generales,Incendio Comercial,2024-09-02,2024-09-04,2,1226,-861,24700.88,22134.84,14875.71,10934.34,Pago Parcial,Guayaquil,Impacto posterior en el sector de Blvd. del Malecón durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,1,0,No,0,Verde,Ninguna,0,0
SIN-0184,POL-0268,ASE-0112,PRV-0033,,,Salud,Emergencia,2023-05-13,2023-05-15,2,721,-356,1844.89,1645.22,516.74,12463.43,Anticipo,Portoviejo,Impacto posterior en el sector de Vía Principal durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,0,0,Sí,25,Verde,⚠️ Proveedor en Lista Restrictiva,1,0
SIN-0185,POL-0219,ASE-0104,PRV-0049,VEH-0231,UEJ-8196,Vehículos,Choque,2025-02-21,2025-02-21,0,1761,-1396,3775.92,3598.4,0.0,20081.08,Reserva,Guayaquil,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Av. Carlos Julio Arosemena.,Sí,No,0,2,No,5,Verde,2 siniestros del mismo vehículo,1,0
SIN-0186,POL-0030,ASE-0226,PRV-0059,,,Salud,Atención Médica,2023-08-04,2023-08-04,0,30,658,1885.83,1658.04,0.0,36626.71,Reserva,Guayaquil,Paciente ingresa a consulta por cuadro de hipertensión severa. Se realiza evaluación completa y se indica tratamiento farmacológico por 15 días con control posterior.,Sí,No,0,0,No,5,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0187,POL-0206,ASE-0202,PRV-0013,,,Salud,Maternidad,2024-09-03,2024-09-03,0,1460,-1095,939.87,866.34,0.0,78804.21,Cierre Sin Consecuencia,Tulcán,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. Principal. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,0,0,No,0,Verde,Ninguna,0,0
SIN-0188,POL-0143,ASE-0190,PRV-0035,VEH-0046,ZVC-4949,Vehículos,Robo,2024-01-12,2024-01-14,2,769,-404,37229.76,31946.99,0.0,42633.53,Reserva,Riobamba,El asegurado reporta que al regresar al parqueadero ubicado en el sector de Redondel Central encontró que su vehículo había sido sustraído. No existen testigos ni cámaras de seguridad en el lugar.,Sí,No,1,0,No,5,Verde,Demora denuncia robo 24-48h,1,0
SIN-0189,POL-0062,ASE-0053,PRV-0029,,,Hogar,Daño por Agua,2024-05-31,2024-06-01,1,199,166,1921.97,1623.35,0.0,36404.18,Reserva,Ambato,Siniestro ocurrido en la autopista Calle Sucre. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,1,0,No,0,Verde,Ninguna,0,0
SIN-0190,POL-0245,ASE-0122,PRV-0024,,,Hogar,Terremoto,2023-09-12,2023-09-12,0,22,343,21104.2,22751.46,22751.46,26787.86,Pago Total,Quito,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. Occidental. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,3,0,No,56,Amarillo,Reclamo entre 11-30 días de póliza | Alta frecuencia reclamos asegurado (3 siniestros),2,0
SIN-0191,POL-0153,ASE-0020,PRV-0017,,,Hogar,Responsabilidad Civil,2023-01-15,2023-01-17,2,949,-584,7043.53,6623.95,0.0,33256.23,Cierre Sin Consecuencia,Riobamba,El vehículo asegurado impactó a un peatón en Vía Principal causando lesiones de consideración. Se levantó el parte policial y se trasladó al afectado al centro médico más cercano.,Sí,No,0,0,No,0,Verde,Ninguna,0,0
SIN-0192,POL-0023,ASE-0220,PRV-0015,,,Hogar,Robo Contenido,2022-05-17,2022-05-19,2,23,-66,1620.75,1465.3,1465.3,13615.34,Pago Total,Portoviejo,Sustracción de bienes del interior del inmueble en Redondel Central. El asegurado reporta ausencia de 3 días del domicilio. Se presentó la denuncia en la Fiscalía del sector.,Sí,No,0,0,No,71,Amarillo,Reclamo entre 11-30 días de póliza,1,0
SIN-0193,POL-0095,ASE-0233,PRV-0060,VEH-0097,CHK-5981,Vehículos,Pérdida Total,2023-09-10,2023-09-12,2,437,-72,43341.02,39893.62,0.0,20308.1,Reserva,Guayaquil,Accidente de tránsito en la vía Av. Francisco de Orellana con impacto severo que ocasionó daños irreparables al vehículo. Los peritos determinaron pérdida total por superar el 75% del valor asegurado.,No,No,0,0,No,19,Verde,Demora denuncia robo 24-48h | Documentos incompletos,2,0
SIN-0194,POL-0180,ASE-0069,PRV-0048,,,Salud,Maternidad,2024-04-09,2024-04-09,0,-168,533,868.07,904.37,0.0,32211.05,Liquidado,Loja,Siniestro ocurrido en la autopista Av. Principal. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,2,0,No,84,Rojo,2 siniestros previos del asegurado,1,1
SIN-0195,POL-0263,ASE-0095,PRV-0048,VEH-0217,JEK-4343,Vehículos,Robo,2023-08-16,2023-08-18,2,108,257,29671.78,32056.44,18170.67,23638.07,Anticipo,Cuenca,El asegurado reporta que al regresar al parqueadero ubicado en el sector de Av. Solano encontró que su vehículo había sido sustraído. No existen testigos ni cámaras de seguridad en el lugar.,No,Sí,0,1,No,49,Amarillo,Demora denuncia robo 24-48h | Documentos incompletos | ⚠️ Documentos inconsistentes detectados,3,1
SIN-0196,POL-0155,ASE-0222,PRV-0024,,,Hogar,Robo Contenido,2025-03-29,2025-03-31,2,958,-593,8785.35,7746.86,0.0,36134.48,Cierre Sin Consecuencia,Portoviejo,Sustracción de bienes del interior del inmueble en Redondel Central. El asegurado reporta ausencia de 8 días del domicilio. Se presentó la denuncia en la Fiscalía del sector.,No,No,0,0,No,5,Verde,Documentos incompletos,1,0
SIN-0197,POL-0146,ASE-0244,PRV-0010,VEH-0115,WGT-7235,Vehículos,Volcadura,2023-12-05,2023-12-05,0,30,338,12363.76,10968.29,0.0,29707.97,Reserva,Ambato,Volcadura del vehículo asegurado en la curva de Av. 12 de Noviembre. El conductor señala que existía exceso de velocidad combinado con lluvia intensa en ese momento. No hay cámaras en el sector.,No,No,0,3,Sí,40,Verde,Reclamo entre 11-30 días de póliza | Alta frecuencia conductor en vehículo (3 siniestros) | Vehículo con múltiples siniestros | ⚠️ Proveedor en Lista Restrictiva | Documentos incompletos | Dinámica de accidente sospechosa (Volcadura),6,0
SIN-0198,POL-0016,ASE-0093,PRV-0002,VEH-0237,KNT-1885,Vehículos,Volcadura,2025-02-04,2025-02-06,2,1396,-1031,18707.57,17476.28,17476.28,47774.18,Pago Total,Quito,El vehículo perdió el control en la vía Calle Colón y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 16:22 según el reporte policial.,Sí,No,0,0,No,7,Verde,Dinámica de accidente sospechosa (Volcadura),1,0
SIN-0199,POL-0021,ASE-0179,PRV-0009,VEH-0230,BBL-2368,Vehículos,Choque,2024-01-17,2024-01-19,2,877,-512,1511.66,1232.23,1232.23,10675.08,Pago Total,Quito,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Av. América.,No,No,1,0,No,71,Amarillo,Documentos incompletos,1,1
SIN-0200,POL-0101,ASE-0055,PRV-0040,VEH-0250,WCL-7382,Vehículos,Daño Parcial,2024-04-04,2024-04-09,5,459,-94,693.89,580.97,580.97,19857.14,Pago Total,Guayaquil,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Av. Juan Tanca Marengo.,Sí,No,2,0,No,71,Amarillo,2 siniestros previos del asegurado | Reporte con demora moderada (5 días),2,0
SIN-0201,POL-0007,ASE-0185,PRV-0001,VEH-0220,GSX-3493,Vehículos,Volcadura,2025-02-21,2025-02-22,1,65,300,18494.41,16795.87,16795.87,41076.99,Pago Total,Quito,Volcadura del vehículo asegurado en la curva de Av. 10 de Agosto. El conductor señala que existía exceso de velocidad combinado con lluvia intensa en ese momento. No hay cámaras en el sector.,Sí,No,0,1,No,13,Verde,Dinámica de accidente sospechosa (Volcadura),1,0
SIN-0202,POL-0107,ASE-0131,PRV-0025,VEH-0393,CBZ-1892,Vehículos,Robo Parcial,2024-09-24,2024-09-24,0,537,-172,803.52,663.25,0.0,21785.72,Reserva,Guayaquil,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Av. Francisco de Orellana.,Sí,No,1,2,No,5,Verde,2 siniestros del mismo vehículo,1,0
SIN-0203,POL-0114,ASE-0192,PRV-0018,VEH-0315,MAA-4945,Vehículos,Volcadura,2023-04-01,2023-04-01,0,962,-597,15226.95,16222.3,0.0,6650.97,Reserva,Cuenca,Volcadura del vehículo asegurado en la curva de Av. Solano. El conductor señala que existía exceso de velocidad combinado con lluvia intensa en ese momento. No hay cámaras en el sector.,No,No,6,0,No,42,Amarillo,Alta frecuencia reclamos asegurado (6 siniestros) | Documentos incompletos | Dinámica de accidente sospechosa (Volcadura),3,0
SIN-0204,POL-0168,ASE-0095,PRV-0050,,,Salud,Cirugía,2023-05-25,2023-05-27,2,-351,716,3457.75,3244.66,3244.66,38130.99,Pago Total,Guayaquil,Cirugía de urgencia por apendicitis crónica en el Clínica Humanitaria. El paciente evolucionó favorablemente durante el postoperatorio. Dados de alta con seguimiento ambulatorio.,Sí,No,2,0,No,95,Rojo,2 siniestros previos del asegurado,1,1
SIN-0205,POL-0241,ASE-0245,PRV-0045,,,Vida,Enfermedades Graves,2024-01-28,2024-01-30,2,417,-52,19409.29,20703.93,8532.05,27931.79,Anticipo,Cuenca,Sustracción del vehículo en el interior de un centro comercial de Calle Colón. Las cámaras del lugar presentaban fallas técnicas según indicó el personal de seguridad.,No,Sí,2,0,No,41,Amarillo,2 siniestros previos del asegurado | Documentos incompletos | ⚠️ Documentos inconsistentes detectados | ⚠️ Narrativa similar a otro reclamo (>85% similitud),4,0
SIN-0206,POL-0105,ASE-0061,PRV-0014,,,Salud,Emergencia,2023-03-10,2023-03-12,2,184,181,1290.5,1093.55,1093.55,26399.12,Pago Total,Guayaquil,Colisión frontal en la vía Av. Carlos Julio Arosemena cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,No,No,1,0,No,56,Amarillo,Documentos incompletos,1,1
SIN-0207,POL-0265,ASE-0110,PRV-0013,VEH-0215,CYB-3682,Vehículos,Daño Parcial,2021-09-30,2021-09-30,0,25,-138,2712.41,2859.95,2859.95,14390.83,Pago Total,Ambato,Impacto posterior en el sector de Calle Sucre durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,2,3,No,56,Amarillo,Reclamo entre 11-30 días de póliza | 2 siniestros previos del asegurado | Alta frecuencia conductor en vehículo (3 siniestros) | Vehículo con múltiples siniestros,4,0
SIN-0208,POL-0093,ASE-0037,PRV-0035,,,Salud,Atención Médica,2023-07-22,2023-07-22,0,361,4,19488.42,16655.16,7384.86,19801.76,Pago Parcial,Loja,Paciente ingresa a consulta por cuadro de cálculos renales. Se realiza evaluación completa y se indica tratamiento farmacológico por 15 días con control posterior.,Sí,No,2,0,No,80,Rojo,2 siniestros previos del asegurado | Monto cercano a suma asegurada (>93%),2,1
SIN-0209,POL-0203,ASE-0091,PRV-0010,VEH-0234,NBF-1510,Vehículos,Volcadura,2023-01-04,2023-01-06,2,638,-273,18055.82,19555.93,19555.93,10168.11,Pago Total,Ambato,El vehículo perdió el control en la vía Av. Cevallos y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 12:46 según el reporte policial.,No,Sí,4,0,Sí,100,Rojo,Alta frecuencia reclamos asegurado (4 siniestros) | ⚠️ Proveedor en Lista Restrictiva | Documentos incompletos | Dinámica de accidente sospechosa (Volcadura) | ⚠️ Documentos inconsistentes detectados,5,1
SIN-0210,POL-0194,ASE-0043,PRV-0033,,,Vida,Invalidez Parcial,2023-07-24,2023-07-24,0,1229,-864,7890.99,6778.27,0.0,9961.49,Cierre Sin Consecuencia,Ambato,Colisión frontal en la vía Av. Atahualpa cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,No,Sí,3,0,Sí,76,Rojo,Alta frecuencia reclamos asegurado (3 siniestros) | ⚠️ Proveedor en Lista Restrictiva | Documentos incompletos | ⚠️ Documentos inconsistentes detectados,4,1
SIN-0211,POL-0047,ASE-0176,PRV-0048,,,Salud,Emergencia,2023-07-25,2023-07-26,1,30,503,1953.87,2006.41,0.0,12085.9,Reserva,Quito,Siniestro ocurrido en la autopista Av. 10 de Agosto. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,0,0,No,5,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0212,POL-0057,ASE-0026,PRV-0049,VEH-0130,MUH-6344,Vehículos,Responsabilidad Civil,2023-08-03,2023-08-03,0,30,621,7716.17,6384.45,4179.82,22717.69,Anticipo,Quito,El vehículo asegurado impactó a un peatón en Av. 10 de Agosto causando lesiones de consideración. Se levantó el parte policial y se trasladó al afectado al centro médico más cercano.,Sí,No,1,4,No,25,Verde,Reclamo entre 11-30 días de póliza | Alta frecuencia conductor en vehículo (4 siniestros) | Vehículo con múltiples siniestros,3,0
